genre	movie	year	score	people
豆瓣电影标签：爱情	"
                        情癫大圣
                        / A Chinese Tall Story
"	2005	5.3	81213
豆瓣电影标签：爱情	"
                        我爱你莫里斯
                        / 娘子汉大丈夫(台) / 基志双雄(港)
"	2009	7.9	54106
豆瓣电影标签：爱情	"
                        自由坠落
                        / 警校禁恋(台) / Free Fall
"	2013	7.6	9347
豆瓣电影标签：爱情	"
                        爱疯了
                        / 疯一样的男子(台) / 爱是痴狂
"	2011	7.1	20823
豆瓣电影标签：爱情	"
                        扑通扑通LOVE
                        / ????LOVE
"	2015	8.1	16123
豆瓣电影标签：爱情	"
                        命中注定我爱你
                        / 便利贴女孩 / 爱上琉璃苣女孩
"	2008	7.5	38707
豆瓣电影标签：爱情	"
                        誓约
                        / 爱?重来(台) / 再说一次我愿意(港)
"	2012	7.2	22241
豆瓣电影标签：爱情	"
                        小城之春
                        / Spring in a Small Town / Le printemps d'une petite ville
"	1948	8.6	19647
豆瓣电影标签：爱情	"
                        爱情无线牵
                        / 饭饭之交(台) / 枕边无情人(港)
"	2011	6.6	77841
豆瓣电影标签：爱情	"
                        苏菲的抉择
                        / 索菲的抉择 / 苏菲亚的选择
"	1982	8.3	8688
豆瓣电影标签：爱情	"
                        恋恋书中人
                        / 书中字有梦女神(港) / 客制化女神(台)
"	2012	7.5	30311
豆瓣电影标签：爱情	"
                        城市猎人
                        / City Hunter
"	2011	8	53988
豆瓣电影标签：爱情	"
                        唐顿庄园  第一季
                        / 当顿庄园 / 唐顿庄园 第一季
"	2010	9.2	95030
豆瓣电影标签：爱情	"
                        中南海保镖
                        / The Bodyguard from Beijing / The Defender
"	1994	7.3	42997
豆瓣电影标签：爱情	"
                        爱情三选一
                        / 确定的可能 / 情迷3颗心
"	2008	7.8	38456
豆瓣电影标签：爱情	"
                        绿洲
                        / 绿洲曳影 / 爱的绿洲
"	2002	8.4	12988
豆瓣电影标签：爱情	"
                        独家新闻
                        / 型人狗仔队(港)
"	2016	7	7766
豆瓣电影标签：爱情	"
                        九回时间旅行
                        / 九转回香(港) / Nine：九回时间旅行
"	2013	8.9	29762
豆瓣电影标签：爱情	"
                        三色幻想：戒指的女王
                        / Three Color Fantasy - Queen of the Ring
"	2017	7.4	1618
豆瓣电影标签：爱情	"
                        德州巴黎
                        / 德克萨斯州的巴黎 / 巴黎，德州
"	1984	8.6	24412
豆瓣电影标签：爱情	"
                        我的奇妙男友
                        / My Amazing Boyfriend
"	2016	7.5	5896
豆瓣电影标签：爱情	"
                        恋爱的温度
                        / 分手 / Very Ordinary Couple
"	2013	7.4	16016
豆瓣电影标签：爱情	"
                        神雕侠侣
                        / 新神雕侠侣 / Sun diu hap lui
"	1995	8.9	71619
豆瓣电影标签：爱情	"
                        非常完美
                        / 非常完美：夺爱大作战 / 苏菲的复仇
"	2009	6	150213
豆瓣电影标签：爱情	"
                        相爱十年
                        / 天堂向左，深圳向右 / 深圳爱情故事
"	2014	7.9	9371
豆瓣电影标签：爱情	"
                        湿濡的女人
                        / 野风湿身的女人(台) / Wet Woman in the Wind
"	2016	6.7	1218
豆瓣电影标签：爱情	"
                        白夜行
                        / Byakuyakou
"	2006	8.3	47496
豆瓣电影标签：爱情	"
                        李献计历险记
                        / OTAKU之恋 / Lee's Adventures
"	2009	8.7	86323
豆瓣电影标签：爱情	"
                        最近，妹妹的样子有点怪
                        / What's Going on with My Sister
"	2014	5.2	4575
豆瓣电影标签：爱情	"
                        爱来了别错过 第二季
                    "	2017	7.1	314
豆瓣电影标签：爱情	"
                        夜间飞行
                        / 男朋友·男朋友(港) / 爱，不怕(台)
"	2014	8	10070
豆瓣电影标签：爱情	"
                        亲爱的，公主病
                        / 亲爱的公主病 / My Little Princess
"	2016	6.7	8914
豆瓣电影标签：爱情	"
                        陷入纯情
                        / 为纯情着迷 / Falling?for?Innocence
"	2015	8.2	15487
豆瓣电影标签：爱情	"
                        听风者
                        / The Silent War
"	2012	6.8	143926
豆瓣电影标签：爱情	"
                        一页台北
                        / First Page Taipei / Au revoir Taipei
"	2010	6.6	70234
豆瓣电影标签：爱情	"
                        婚纱照
                        / 嘻哈三部曲之婚纱照 / Wedding Photos
"	2013	7.5	8308
豆瓣电影标签：爱情	"
                        小情书
                        / Puppy Love / 情书
"	2017	6.2	935
豆瓣电影标签：爱情	"
                        吸血鬼日记 第一季
                        / 吸血新世代(港) 第一季 / 血色日记 第一季
"	2009	8.3	72837
豆瓣电影标签：爱情	"
                        爱恋
                        / 以爱之姓 / 禁爱
"	2016	7.2	3150
豆瓣电影标签：爱情	"
                        金枝欲孽
                        / War and Beauty
"	2006	8.8	58421
豆瓣电影标签：爱情	"
                        宫
                        / 宫 泰国版 / 我的野蛮王妃
"	2017	6.2	510
豆瓣电影标签：爱情	"
                        爱情败犬向前冲
                        / 不会恋爱也能活下去
"	2017	6	807
豆瓣电影标签：爱情	"
                        红猪
                        / 飞天红猪侠 / Porco Rosso
"	1992	8.3	87254
豆瓣电影标签：爱情	"
                        偷香
                        / 盗美人 / Dancing by Myself
"	1996	7.7	15065
豆瓣电影标签：爱情	"
                        埃及艳后
                        / Kleopatra / Aiji yan hou
"	1963	7.7	26547
豆瓣电影标签：爱情	"
                        小美人鱼
                        / 小鱼仙 / 小美人鱼3D版
"	2013	8.2	38196
豆瓣电影标签：爱情	"
                        上海王
                        / Lord of Shanghai
"	2017	4.8	4274
豆瓣电影标签：爱情	"
                        第五元素
                        / Le Cinquième ?lément / The 5th Element
"	1997	7.9	121415
豆瓣电影标签：爱情	"
                        恋爱中的城市
                        / Cities in Love
"	2015	5.6	25812
豆瓣电影标签：爱情	"
                        校对女孩河野悦子
                        / 校对女王(台) / 质朴也很棒！校对女孩·河野悦子
"	2016	7.5	31392
豆瓣电影标签：爱情	"
                        羞耻
                        / 色辱(港) / 性爱成瘾的男人(台)
"	2012	7.3	58824
豆瓣电影标签：爱情	"
                        王子学院之帅气牛仔
                        / 十二王子之帥氣牛仔 / 王子学院之爱上冤家
"	2016	6.6	400
豆瓣电影标签：爱情	"
                        暗恋桃花源
                        / 暗恋桃花源 电影版 / The Peach Blossom Land
"		8.5	28612
豆瓣电影标签：爱情	"
                        云图
                    "	2013	8	264246
豆瓣电影标签：爱情	"
                        234说爱你
                        / 我心凝望的爱情 / 第四者
"	2016	6.1	6233
豆瓣电影标签：爱情	"
                        时间
                        / 欲望的谎容 / 谎颜
"	2006	7.5	23709
豆瓣电影标签：爱情	"
                        似水年华
                    "	2003	8.8	19511
豆瓣电影标签：爱情	"
                        恋战冲绳
                        / Okinawa: Rendez-vous
"	2000	7.2	23296
豆瓣电影标签：爱情	"
                        向左走．向右走
                        / Turn Left, Turn Right
"	2003	6.9	93172
豆瓣电影标签：爱情	"
                        舞出我人生
                        / 舞出真我 / 舞法舞天
"	2009	7.6	66523
豆瓣电影标签：爱情	"
                        红河
                        / Red River
"	2009	7.1	18131
豆瓣电影标签：爱情	"
                        空即是色
                        / 色即是空2015 / Mutual Relations
"	2015	4.6	4531
豆瓣电影标签：爱情	"
                        夜孔雀
                        / 夜孔雀·如果没有遇见你 / Night Peacock
"	2016	4.7	21910
豆瓣电影标签：爱情	"
                        龙与虎
                        / 虎X龙
"	2008	8.7	19580
豆瓣电影标签：爱情	"
                        联合王国
                        / 爱无惧色(港)
"	2017	6.5	315
豆瓣电影标签：爱情	"
                        明亮的星
                        / 璀璨情诗 / 灿烂之星
"	2009	7.7	30875
豆瓣电影标签：爱情	"
                        奋斗
                        / struggle
"	2007	7.7	81154
豆瓣电影标签：爱情	"
                        狐妖小红娘剧场版:王权富贵
                        / 王权富贵 总集篇
"	2016	9.3	409
豆瓣电影标签：爱情	"
                        本能
                        / 第六感追缉令 / 氷の微笑
"	1992	7.7	86915
豆瓣电影标签：爱情	"
                        苔丝
                        / 黛丝姑娘 / 苔丝
"	1979	8	13940
豆瓣电影标签：爱情	"
                        整容日记
                        / The Truth About Beauty
"	2014	4.5	56994
豆瓣电影标签：爱情	"
                        我自己的爱达荷
                        / 不羁的天空 / 我私人的爱达荷
"	1991	8.2	33344
豆瓣电影标签：爱情	"
                        小萝莉的猴神大叔
                        / 娃娃返乡任务(台) / 宝莱坞之钢铁奶爸(台)
"	2015	8.7	68928
豆瓣电影标签：爱情	"
                        尽善尽美
                        / 猫屎先生(港) / 爱在心头口难开(台)
"	1997	8.1	13444
豆瓣电影标签：爱情	"
                        恐惧吞噬灵魂
                        / 恐惧蚀人生 / Ali: Fear Eats the Soul
"	1974	8.4	4788
豆瓣电影标签：爱情	"
                        秘果
                        / 秘果网剧版 / All About Secrets
"	2017	5.9	921
豆瓣电影标签：爱情	"
                        白雪公主与猎人
                        / 公主与狩猎者(台) / 白雪公主之魔幻复仇记(港)
"	2012	5.4	45407
豆瓣电影标签：爱情	"
                        天台爱情
                        / 天台 / The Rooftop
"	2013	6.8	106521
豆瓣电影标签：爱情	"
                        望夫成龙
                        / Love Is Love
"	1990	6.9	14907
豆瓣电影标签：爱情	"
                        离婚律师
                        / Divorce Lawyers
"	2014	7.2	22640
豆瓣电影标签：爱情	"
                        制作人
                        / 制作人那些事 / 制片人
"	2015	7.8	24733
豆瓣电影标签：爱情	"
                        巴黎最后的探戈
                        / 巴黎最后探戈 / Last Tango in Paris
"	1972	7.3	21860
豆瓣电影标签：爱情	"
                        古剑奇谭
                        / Swords of Legends
"	2014	6.5	26177
豆瓣电影标签：爱情	"
                        河伯的新娘2017
                        / 水神的新娘2017 / Bride of the Water God 2017
"	2017	5.4	1117
豆瓣电影标签：爱情	"
                        兵临城下
                        / 决战中的较量 / 大敌当前
"	2001	8.3	83433
豆瓣电影标签：爱情	"
                        我妻子的一切
                        / 家有刁妻(港) / 妻人太甚(台)
"	2012	7.3	25429
豆瓣电影标签：爱情	"
                        谎言西西里
                        / 西西里艳阳下 / 我前男友的葬礼
"	2016	4.8	8094
豆瓣电影标签：爱情	"
                        金枝玉叶2
                        / Who's the Woman, Who's the Man
"	1996	7.8	20898
豆瓣电影标签：爱情	"
                        莫斯科陷落
                        / 异星引力(台) / Prityazhenie
"	2017	5	3353
豆瓣电影标签：爱情	"
                        魔力月光
                        / 情迷月色下(港) / 魔幻月光(台)
"	2014	7.1	24872
豆瓣电影标签：爱情	"
                        恩娇
                        / 银娇 / 萝莉塔：情陷谬思(台)
"	2012	6.7	10415
豆瓣电影标签：爱情	"
                        朱丽叶与梁山伯
                        / Juliet in Love
"	2000	8.3	13450
豆瓣电影标签：爱情	"
                        自梳
                        / Intimates / Ji sor
"	1997	8.2	24828
豆瓣电影标签：爱情	"
                        周末时光
                        / 爱在周末邂逅时(台) / 周末靡情
"	2011	8.1	18164
豆瓣电影标签：爱情	"
                        观音山
                        / Buddha Mountain
"	2011	7.1	143133
豆瓣电影标签：爱情	"
                        狼少女与黑王子
                        / Wolf Girl and Black Prince
"	2016	6.1	9794
豆瓣电影标签：爱情	"
                        谜情公寓
                        / 柳条公园 / 爱寻迷
"	2004	7.5	13792
豆瓣电影标签：爱情	"
                        巴黎烟云
                        / 英法情人(台) / 乱世三人行
"	2004	7.9	11219
豆瓣电影标签：爱情	"
                        如果蜗牛有爱情
                        / When a Snail Falls in Love
"	2016	7.3	40370
豆瓣电影标签：爱情	"
                        美人心计
                        / Schemes of a Beauty
"	2010	7.6	41986
豆瓣电影标签：爱情	"
                        大洋之间的灯光
                        / 爱在海的边缘(港) / 为你说的谎(台)
"	2016	6.7	3747
豆瓣电影标签：爱情	"
                        电击女孩
                        / 电击少女 / 电力女孩
"	2015	7.8	9173
豆瓣电影标签：爱情	"
                        分歧者：异类觉醒
                        / 分歧者：异类叛逃(港) / 分歧者
"	2014	6.4	72160
豆瓣电影标签：爱情	"
                        天使的性
                        / 天使三人行(台) / 天使性物语
"	2012	6.6	20140
豆瓣电影标签：爱情	"
                        莎翁情史
                        / 恋爱中的莎士比亚 / 写我深情
"	1998	7.3	57991
豆瓣电影标签：爱情	"
                        艺术家
                        / 大艺术家(台) / 星光梦里人(港)
"	2012	8.4	74129
豆瓣电影标签：爱情	"
                        新木乃伊
                        / 盗墓迷城(港) / 神鬼传奇(台)
"	2017	4.8	52459
豆瓣电影标签：爱情	"
                        魔法奇缘
                        / 曼哈顿奇缘 / 魔法情人
"	2007	7.1	39410
豆瓣电影标签：爱情	"
                        单身指南
                        / 单身又如何(港) / 单身啪啪啪(台)
"	2016	6.7	15879
豆瓣电影标签：爱情	"
                        为了N
                        / N no tameni / For N
"	2014	8.8	34343
豆瓣电影标签：爱情	"
                        第一次
                        / First Time
"	2012	6.2	52147
豆瓣电影标签：爱情	"
                        爱情公寓4
                        / 爱情公寓第四季 / iPartment 4
"	2014	7.4	43023
豆瓣电影标签：爱情	"
                        今天不上班
                        / Kyou wa Kaisha Yasumimasu
"	2014	7.5	25182
豆瓣电影标签：爱情	"
                        弗里达
                        / 笔姬别恋 / 挥洒烈爱
"	2002	8.7	26047
豆瓣电影标签：爱情	"
                        柏林苍穹下
                        / 欲望之翼 / Wings of Desire
"	1987	8.5	21229
豆瓣电影标签：爱情	"
                        黄金大劫案
                        / 黄金谜案 / Guns and Roses
"	2012	6.8	127338
豆瓣电影标签：爱情	"
                        冒牌天神
                        / 王牌天神 / 全能布鲁斯
"	2003	7.4	116641
豆瓣电影标签：爱情	"
                        心火
                        / Firelight - Le lien secret / A la luz del fuego
"	1997	8	19540
豆瓣电影标签：爱情	"
                        偷天陷阱
                        / 将计就计 / 偷天陷阱
"	1999	7.7	73536
豆瓣电影标签：爱情	"
                        春逝
                        / One Fine Spring Day / 春の日は過ぎゆく
"	2001	7.8	15952
豆瓣电影标签：爱情	"
                        结婚大作战
                        / 新娘大作战(台) / 新娘爱斗大(港)
"	2009	6.6	65856
豆瓣电影标签：爱情	"
                        求婚大作战特别篇
                        / Purop?zu dai sakusen special
"	2008	8.6	31889
豆瓣电影标签：爱情	"
                        寂寞空庭春欲晚
                        / 长相依 / Chronicle of Life
"	2016	4.4	11549
豆瓣电影标签：爱情	"
                        广岛之恋
                        / 广岛吾爱 / Hiroshima, My Love
"	1959	7.7	19746
豆瓣电影标签：爱情	"
                        小曼哈顿
                        / 情窦初开 / 大城小恋
"	2005	8.2	9177
豆瓣电影标签：爱情	"
                        办公室的故事
                        / Office Romance
"	1977	8.8	12123
豆瓣电影标签：爱情	"
                        合法副本
                        / 爱情对白(台) / 似是有缘人(港)
"	2010	7.8	7297
豆瓣电影标签：爱情	"
                        魔术师
                        / 魔幻至尊(台) / 幻术师
"	2006	7.6	71642
豆瓣电影标签：爱情	"
                        偷偷爱你
                        / 新与龙共舞之偷偷爱你 / Blind Romance
"	1996	7.8	11604
豆瓣电影标签：爱情	"
                        裸婚时代
                        / Naked Wedding / Naked Marriage Age
"	2011	7.7	45351
豆瓣电影标签：爱情	"
                        豪杰春香
                        / My Delightful Girl, Choon-Hyang / Sassy Girl, Chun-hyang
"	2005	7.8	42246
豆瓣电影标签：爱情	"
                        再见时光
                        / Echo of Time
"	2017		
豆瓣电影标签：爱情	"
                        爱情麻辣烫
                        / Spicy Love Soup
"	1999	7.4	23486
豆瓣电影标签：爱情	"
                        空气人偶
                        / 空气人形(台) / 援胶女郎(港)
"	2009	7.4	20744
豆瓣电影标签：爱情	"
                        宝莱坞生死恋
                        / 宝莱坞生死恋 / 德夫达斯
"	2002	8.3	7637
豆瓣电影标签：爱情	"
                        不见不散
                        / Be There or Be Square
"	1998	7.8	90473
豆瓣电影标签：爱情	"
                        超验骇客
                        / 超越潜能(港) / 全面进化(台)
"	2014	6.5	60994
豆瓣电影标签：爱情	"
                        爱神
                        / 爱神之手 / Eros
"	2005	7.3	18078
豆瓣电影标签：爱情	"
                        哪一天我们会飞
                        / 差一点我们会飞 / 爱的根源
"	2016	7.1	11543
豆瓣电影标签：爱情	"
                        血色浪漫
                        / 浪漫人生 / Romantic Life
"	2004	8.7	34255
豆瓣电影标签：爱情	"
                        交响情人梦
                        / Nodame Cantabile / 交响情人梦
"	2006	9.1	83724
豆瓣电影标签：爱情	"
                        戴上手套擦泪
                        / Don't Ever Wipe Tears Without Gloves
"	2012	9	4468
豆瓣电影标签：爱情	"
                        27套礼服
                        / 新娘靠边闪 / 27件礼服的秘密
"	2008	6.7	56386
豆瓣电影标签：爱情	"
                        花样男子
                        / 韩版花样男子 / 韩版流星花园
"	2009	7.3	37792
豆瓣电影标签：爱情	"
                        纯情
                        / 恋上初夏(港) / Unforgettable
"	2016	7.1	5842
豆瓣电影标签：爱情	"
                        何时是读书天
                        / 牛奶女工 / The Milkwoman
"	2005	8.2	2902
豆瓣电影标签：爱情	"
                        一起来看流星雨
                        / 流星雨 / With the view of meteor shower
"	2009	4.1	16351
豆瓣电影标签：爱情	"
                        想你
                        / 想念你 / 思念
"	2012	7.2	40297
豆瓣电影标签：爱情	"
                        堕落天使
                        / 折翼天使首部曲: 魔咒之吻(港) / 堕落天使(台)
"	2017	3.9	708
豆瓣电影标签：爱情	"
                        夜宴
                        / The Banquet / Legend of the Black Scorpion
"	2006	5.6	89548
豆瓣电影标签：爱情	"
                        伊丽莎白镇
                        / 下一站...伊莉莎伯镇(港) / 伊莉莎白镇
"	2005	7.4	39900
豆瓣电影标签：爱情	"
                        模仿游戏
                        / 模拟游戏 / 解码游戏
"	2015	8.5	233194
豆瓣电影标签：爱情	"
                        别让我走
                        / 爱，别让我走(港) / 不离不弃
"	2011	7.7	58503
豆瓣电影标签：爱情	"
                        亡命驾驶
                        / 落日车神(台) / 极速罪驾(港)
"	2011	7.3	46387
豆瓣电影标签：爱情	"
                        恋人们
                        / 寂寞的恋人啊 / Three Stories of Love
"	2015	7.4	4613
豆瓣电影标签：爱情	"
                        午夜邂逅
                        / 日出前的邂逅(港) / 纽约爱未眠(台)
"	2015	6.9	8595
豆瓣电影标签：爱情	"
                        忽然七日
                        / 还有机会说再见(台) / 在我坠落前
"	2017	6.4	3512
豆瓣电影标签：爱情	"
                        回到被爱的每一天
                        / The Promised Land
"	2015	7.4	3864
豆瓣电影标签：爱情	"
                        安娜·卡列尼娜
                        / 浮世一生情 / 爱比恋更冷
"	1997	7.4	22376
豆瓣电影标签：爱情	"
                        龙凤配
                        / 萨比里娜 / Sabrina Fair
"	1954	7.7	14092
豆瓣电影标签：爱情	"
                        我很好，谢谢，我爱你
                        / I Fine Thank You Love You / Ai Fai.. Thank You.. Love You
"	2014	7.2	5722
豆瓣电影标签：爱情	"
                        神雕侠侣
                    "	2006	6.7	15794
豆瓣电影标签：爱情	"
                        超凡蜘蛛侠2
                        / 蜘蛛人惊奇再起2：电光之战(台) / 蜘蛛侠2 : 决战电魔(港)
"	2014	7.3	122992
豆瓣电影标签：爱情	"
                        一夜迷情
                        / 昨夜无眠 / 一夜诱情(港)
"	2011	7.2	32687
豆瓣电影标签：爱情	"
                        创可贴
                        / 创口贴 / 真爱911
"	2012	7.3	20397
豆瓣电影标签：爱情	"
                        爱情公寓3
                        / 爱情公寓-回归季 / 爱情公寓 第三季
"	2012	7.3	51639
豆瓣电影标签：爱情	"
                        双食记
                        / 女人有毒 / Deadly Delicious
"	2008	7	52454
豆瓣电影标签：爱情	"
                        唯爱永生
                        / 永生情人(港) / 噬血恋人(台)
"	2014	7.5	22246
豆瓣电影标签：爱情	"
                        吸血鬼日记  第二季
                        / 吸血新世代(港) 第二季 / 血色日记 第二季
"	2010	8.6	50295
豆瓣电影标签：爱情	"
                        人鱼传说
                        / Mermaid Got Married / 第六感奇缘之人鱼传说
"	1994	7.1	21856
豆瓣电影标签：爱情	"
                        寻人大师
                        / The Hunting Genius
"	2017	6.3	2044
豆瓣电影标签：爱情	"
                        芝加哥打字机
                        / Chicago Typewriter
"	2017	7.7	3324
豆瓣电影标签：爱情	"
                        三生计
                        / 疲倦的死亡 / 命运
"	1921	8.5	735
豆瓣电影标签：爱情	"
                        秘书
                        / 怪ㄎㄚ情缘 / 风流老板俏秘书
"	2002	7.1	17340
豆瓣电影标签：爱情	"
                        神话
                        / The Myth
"	2010	6.5	18572
豆瓣电影标签：爱情	"
                        分手信
                        / 分手的情书(港) / 最后一封情书(台)
"	2010	7	74261
豆瓣电影标签：爱情	"
                        毛毯猫
                        / 毛毯猫咪 / 猫咪情缘
"	2017	8.6	1397
豆瓣电影标签：爱情	"
                        解语花
                        / Love, Lies / 解语花2016
"	2016	7.1	6967
豆瓣电影标签：爱情	"
                        徒然喜欢你
                        / 徒然 Children
"	2017	8.1	218
豆瓣电影标签：爱情	"
                        好想告诉你
                        / 好想告诉你 电影版 / 只想告诉你
"	2010	6.9	33950
豆瓣电影标签：爱情	"
                        倩女幽魂
                        / 新倩女幽魂 / 聊斋之倩女幽魂
"	2011	5.3	80226
豆瓣电影标签：爱情	"
                        初恋红豆冰
                        / Ice Kacang Puppy Love
"	2010	7.6	53440
豆瓣电影标签：爱情	"
                        一万公里的约定
                        / 10,000 Miles
"	2017	4.6	3191
豆瓣电影标签：爱情	"
                        杀死比尔2
                        / 追杀比尔2：爱的大逃杀(台) / 标杀令2(港)
"	2004	7.8	113371
豆瓣电影标签：爱情	"
                        盗信情缘
                        / Posutoman burusu / Postman Blues
"	1997	8.5	3517
豆瓣电影标签：爱情	"
                        时光倒流七十年
                        / 似曾相识 / 时光倒流七十年
"	1980	7.8	28891
豆瓣电影标签：爱情	"
                        蚀
                        / 欲海含羞花 / 情隔万重山
"	1962	8.4	7867
豆瓣电影标签：爱情	"
                        绿光
                        / 众里寻他千百度 / 绿色光芒
"	1986	8.1	5361
豆瓣电影标签：爱情	"
                        幸运钥匙
                        / 生命的钥匙 / 盗钥匙的方法 韩国版
"	2016	7.2	8068
豆瓣电影标签：爱情	"
                        P与JK
                        / 警察和我 / 警察与女子高生
"	2017	6.1	309
豆瓣电影标签：爱情	"
                        想爱就爱
                        / 拉小手(台) / 是否敢爱
"	2010	7.5	88959
豆瓣电影标签：爱情	"
                        狼的孩子雨和雪
                        / 狼之子雨与雪 / Okami kodomo no ame to yuki
"	2012	8.5	58112
豆瓣电影标签：爱情	"
                        是真爱还是困惑
                        / Club Friday The Series 8 ??? ?????????????…????? / T
"	2017	8.5	190
豆瓣电影标签：爱情	"
                        小妇人
                        / 新小妇人 / 小妇人
"	1994	8.1	9271
豆瓣电影标签：爱情	"
                        咖啡王子1号店
                        / 咖啡王子一号店 / Coffee Prince 1st Shop
"	2007	8	42322
豆瓣电影标签：爱情	"
                        你好，陌生人
                        / 只爱陌生人 / 冬日恋爱
"	2010	7.7	63989
豆瓣电影标签：爱情	"
                        娜娜
                        / 世上的另一个我 / 娜娜
"	2006	9.1	33558
豆瓣电影标签：爱情	"
                        谢利
                        / 真爱初体验(台) / 情不自禁爱上你
"	2009	7.2	7753
豆瓣电影标签：爱情	"
                        猪肉馅饼
                    "	2017	6.9	489
豆瓣电影标签：爱情	"
                        缘份
                        / Behind the Yellow Line / 缘分
"	2016	7.1	13692
豆瓣电影标签：爱情	"
                        我与你的光年距离
                        / 雪姬电视剧版 / 雪姬
"	2017	4.8	3521
豆瓣电影标签：爱情	"
                        锈与骨
                        / 烈爱重生(台) / Rust & Bone
"	2012	7.6	16663
豆瓣电影标签：爱情	"
                        我爱上的人是奇葩 第一季
                        / 你最坏了
"	2014	8.5	11874
豆瓣电影标签：爱情	"
                        浮生梦
                        / 遗孀美人心(台) / 断肠花
"	2017	6.5	107
豆瓣电影标签：爱情	"
                        我亲爱的朋友们
                        / Dear My Friends
"	2016	9.4	12454
豆瓣电影标签：爱情	"
                        黄昏的清兵卫
                        / 黄昏清兵卫 / The Twilight Samurai
"	2002	8.7	15399
豆瓣电影标签：爱情	"
                        永恒
                        / Eternity
"	2010	7.3	11070
豆瓣电影标签：爱情	"
                        巴霍巴利王(上)：开端
                        / 巴霍巴利王(上) / 巴霍巴利王：创始之初(台)
"	2016	7.2	16163
豆瓣电影标签：爱情	"
                        平凡的世界
                        / The Ordinary World
"	2015	8.1	13984
豆瓣电影标签：爱情	"
                        20 30 40
                        / 20:30:40
"	2004	7.2	43165
豆瓣电影标签：爱情	"
                        一次别离
                        / 分居风暴(台) / 伊朗式分居(港)
"	2012	8.7	124528
豆瓣电影标签：爱情	"
                        泰山归来：险战丛林
                        / 新人猿泰山 / 泰山归来：人猿大战
"	2016	6	29065
豆瓣电影标签：爱情	"
                        分手说爱你
                        / Break Up Club / 分手说爱你
"	2010	7.4	71975
豆瓣电影标签：爱情	"
                        非常幸运
                        / 非常完美2 / My Lucky Star
"	2013	4.5	45461
豆瓣电影标签：爱情	"
                        华丽的外出
                        / 情欲奏鸣曲(台) / Love Lesson
"	2013	5.5	4964
豆瓣电影标签：爱情	"
                        爱的就是你
                        / 我爱的那个人 / 我爱的那一个
"	2014	7.3	9389
豆瓣电影标签：爱情	"
                        最萌身高差
                        / Min & Max
"	2016	3.9	2498
豆瓣电影标签：爱情	"
                        绅士的品格
                        / 绅士的风度 / 绅士的品格
"	2012	8.2	34471
豆瓣电影标签：爱情	"
                        婚姻生活
                        / 婚姻暗流 / 一场婚姻
"	1973	8.9	3760
豆瓣电影标签：爱情	"
                        告别有情天
                        / 长日将尽(台) / 去日留痕
"	1993	8.3	6859
豆瓣电影标签：爱情	"
                        同船爱歌
                        / 5点59分爱上你(台) / 同船的泰奥和雨果
"	2016	7.4	3335
豆瓣电影标签：爱情	"
                        七年之痒
                        / 七年一觉飘香梦
"	1955	7.4	13843
豆瓣电影标签：爱情	"
                        雏妓
                        / Que Sera Sera / Sara
"	2015	6.5	25459
豆瓣电影标签：爱情	"
                        波斯王子：时之刃
                        / 波斯王子：超时空之战(港) / 波斯王子：时之沙
"	2010	7.2	89817
豆瓣电影标签：爱情	"
                        一把青
                        / A Touch of Green
"	2015	9.2	5079
豆瓣电影标签：爱情	"
                        长江图
                        / Crosscurrent
"	2016	6.8	19461
豆瓣电影标签：爱情	"
                        悲伤电影
                        / 真的爱你(港) / 恋人絮语(台)
"	2005	7.8	54196
豆瓣电影标签：爱情	"
                        京华烟云
                        / Moment in Peking
"	2005	7.7	19721
豆瓣电影标签：爱情	"
                        合约情人
                        / Contract Lover
"	2007	5.3	47228
豆瓣电影标签：爱情	"
                        少年往事
                        / Memory of the Youth
"	2003	7.8	3857
豆瓣电影标签：爱情	"
                        机械心
                        / 心之动力学 / The Boy with the Cuckoo-Clock Heart
"	2014	7.9	14454
豆瓣电影标签：爱情	"
                        心动的感觉
                        / 女大学生 / The Student
"	1988	7.5	6244
豆瓣电影标签：爱情	"
                        爱情公寓2
                        / 爱情公寓 第二季 / Ipartment Season 2
"	2011	8.2	61014
豆瓣电影标签：爱情	"
                        菊豆
                        / Ju Dou
"	1990	7.7	24510
豆瓣电影标签：爱情	"
                        选帝侯大街56号
                        / 选帝侯大街56年
"		8.7	1341
豆瓣电影标签：爱情	"
                        花样男子
                        / 流星花园 / Hana yori dango
"	2005	7.9	38976
豆瓣电影标签：爱情	"
                        风月
                        / Temptress Moon
"	1996	7.4	14264
豆瓣电影标签：爱情	"
                        魔法灰姑娘
                        / 麻辣公主 / 魔法灰姑娘
"	2004	6.6	39212
豆瓣电影标签：爱情	"
                        蜂蜜与四叶草
                        / Honey&Clover / Honey And Clover
"	2006	7.4	34682
豆瓣电影标签：爱情	"
                        念念
                        / Murmur of the Hearts
"	2015	6.9	36309
豆瓣电影标签：爱情	"
                        人间四月天
                        / April Rhapsody
"	2000	7.9	13102
豆瓣电影标签：爱情	"
                        歌舞青春
                        / 高校音乐剧 / 歌舞青春
"	2006	7.7	100477
豆瓣电影标签：爱情	"
                        夜奔
                        / Fleeing by Night
"	2000	8	13999
豆瓣电影标签：爱情	"
                        下一站，幸福
                        / 秋天协奏曲 / 下一站幸福
"	2009	8	32632
